제품고유번호,성분고유번호
516,47
516,684
516,685
516,879
516,880
516,881
516,79
517,1
517,107
517,47
517,684
517,685
517,317
517,484
517,427
517,79
518,1
518,127
518,294
518,882
518,876
518,499
518,47
518,883
518,884
518,79
518,3
518,706
518,52
518,284
518,58
518,885
518,41
518,42
519,1
519,127
519,294
519,882
519,20
519,484
519,47
519,79
519,3
519,706
519,52
519,284
519,58
519,885
519,41
519,42
520,1
520,127
520,294
520,882
520,496
520,875
520,492
520,47
520,79
520,3
520,706
520,52
520,284
520,58
520,885
520,41
520,42
521,1
521,127
521,882
521,237
521,22
521,184
521,185
521,886
521,887
521,47
521,79
521,3
521,52
521,706
521,284
521,685
521,684
521,58
521,41
521,42
522,1
522,127
522,294
522,882
522,484
522,888
522,47
522,79
522,3
522,706
522,52
522,284
522,58
522,885
522,41
522,42
523,1
523,127
523,294
523,882
523,876
523,877
523,878
523,47
523,79
523,3
523,706
523,52
523,284
523,58
523,885
523,41
523,42
524,1
524,127
524,294
524,882
524,887
524,20
524,496
524,501
524,489
524,47
524,79
524,3
524,706
524,52
524,284
524,58
524,885
524,41
524,42
525,1
525,127
525,294
525,882
525,498
525,227
525,47
525,79
525,3
525,706
525,52
525,284
525,58
525,885
525,41
525,42
526,1
526,127
526,294
526,882
526,426
526,880
526,881
526,47
526,79
526,3
526,706
526,52
526,284
526,58
526,885
526,41
526,42
527,1
527,127
527,294
527,882
527,317
527,484
527,427
527,47
527,79
527,3
527,706
527,52
527,284
527,58
527,885
527,41
527,42
528,112
528,890
528,889
528,47
528,20
528,484
529,112
529,890
529,889
529,47
529,496
529,875
529,492
530,112
530,890
530,889
530,47
530,876
530,877
530,878
531,112
531,890
531,889
531,47
531,879
531,880
531,881
532,112
532,890
532,889
532,47
532,484
532,427
533,1
533,164
533,56
533,294
533,71
533,87
533,47
533,496
533,875
533,492
533,892
533,82
533,891
533,885
533,41
533,42
534,1
534,206
534,52
534,893
534,20
534,484
534,47
534,82
534,894
535,1
535,206
535,52
535,893
535,496
535,875
535,492
535,47
535,82
535,894
536,1
536,112
536,394
536,47
536,895
536,20
536,484
536,3
536,213
536,294
536,885
536,41
536,42
537,1
537,112
537,394
537,47
537,496
537,875
537,492
537,3
537,213
537,294
537,885
537,41
537,42
538,1
538,112
538,107
538,895
538,237
538,22
538,184
538,185
538,886
538,887
538,47
538,3
538,213
538,52
538,294
538,885
538,41
538,42
539,1
539,112
539,394
539,47
539,895
539,876
539,877
539,878
539,3
539,213
539,294
539,885
539,41
539,42
540,1
540,112
540,107
540,895
540,887
540,20
540,496
540,501
540,489
540,47
540,3
540,213
540,52
540,294
540,885
540,41
540,42
541,1
541,112
541,394
541,47
541,879
541,880
541,881
541,3
541,213
541,294
541,885
541,41
541,42
542,1
542,112
542,394
542,47
542,895
542,484
542,427
542,317
542,3
542,213
542,294
542,885
542,41
542,42
543,1
543,87
543,179
543,706
543,238
543,47
543,79
543,105
543,20
543,484
543,278
543,466
543,66
543,284
543,58
543,5
543,1135
543,42
544,1
544,87
544,179
544,706
544,238
544,47
544,79
544,105
544,496
544,875
544,492
544,278
544,466
544,66
544,284
544,58
544,5
544,1135
544,42
544,41
545,1
545,87
545,179
545,706
545,238
545,237
545,22
545,184
545,185
545,886
545,887
545,47
545,79
545,105
545,278
545,466
545,66
545,284
545,58
545,5
545,1135
545,42
545,41
546,1
546,87
546,179
546,706
546,238
546,47
546,79
546,105
546,876
546,877
546,878
546,278
546,466
546,66
546,284
546,58
546,5
546,1135
546,42
546,41
547,1
547,87
547,179
547,706
547,238
547,47
547,79
547,105
547,484
547,879
547,496
547,278
547,466
547,66
547,284
547,58
547,5
547,1135
547,42
547,41
548,1
548,87
548,179
548,706
548,238
548,887
548,20
548,496
548,501
548,489
548,47
548,79
548,105
548,278
548,466
548,66
548,284
548,58
548,5
548,1135
548,42
548,41
549,1
549,87
549,179
549,706
549,238
549,47
549,79
549,105
549,426
549,880
549,881
549,278
549,466
549,66
549,284
549,58
549,5
549,1135
549,42
549,41
550,1
550,87
550,179
550,706
550,238
550,47
550,79
550,105
550,484
550,427
550,317
550,278
550,466
550,66
550,284
550,58
550,5
550,1135
550,42
550,41
551,164
551,55
551,896
551,127
551,1
551,47
551,56
551,20
551,484
551,3
551,305
551,170
552,164
552,55
552,896
552,127
552,1
552,47
552,56
552,496
552,875
552,492
552,3
552,305
552,170
553,1
553,321
553,294
553,82
553,47
553,496
553,875
553,492
553,885
553,41
553,42
554,1
554,206
554,127
554,28
554,20
554,484
554,47
555,1
555,206
555,127
555,28
555,496
555,875
555,492
555,47
556,1
556,897
556,20
556,484
556,47
556,107
556,52
556,79
556,898
556,685
556,684
556,58
556,394
556,41
556,42
557,1
557,897
557,496
557,875
557,492
557,47
557,107
557,52
557,79
557,898
557,685
557,684
557,58
557,394
557,41
557,42
558,58
558,56
558,79
558,55
558,170
558,1
558,195
558,896
558,20
558,484
558,47
558,105
558,278
558,386
559,58
559,56
559,79
559,55
559,170
559,1
559,195
559,896
559,496
559,875
559,492
559,47
559,105
559,278
559,386
560,58
560,56
560,79
560,55
560,170
560,1
560,195
560,896
560,876
560,877
560,878
560,47
560,105
560,278
560,386
561,1
561,54
561,87
561,294
561,28
561,47
561,3
561,876
561,881
561,738
561,883
561,884
561,149
561,284
561,52
561,885
561,42
561,41
562,1
562,54
562,87
562,28
562,47
562,3
562,20
562,484
562,738
562,149
562,284
562,52
562,885
562,42
562,41
563,1
563,54
563,87
563,294
563,28
563,47
563,3
563,496
563,875
563,492
563,738
563,149
563,284
563,52
563,885
563,42
563,41
564,1
564,54
564,87
564,28
564,294
564,3
564,237
564,22
564,184
564,185
564,886
564,887
564,738
564,47
564,149
564,284
564,52
564,885
564,42
564,41
565,1
565,54
565,87
565,294
565,28
565,47
565,3
565,484
565,888
565,738
565,149
565,284
565,52
565,885
565,42
565,41
566,1
566,54
566,87
566,294
566,28
566,47
566,3
566,876
566,877
566,878
566,738
566,149
566,284
566,52
566,885
566,42
566,41
567,1
567,54
567,87
567,28
567,294
567,3
567,887
567,20
567,496
567,501
567,489
567,47
567,738
567,149
567,284
567,52
567,885
567,42
567,41
568,1
568,54
568,87
568,294
568,28
568,47
568,3
568,498
568,227
568,738
568,149
568,284
568,52
568,885
568,42
568,41
569,1
569,54
569,87
569,294
569,28
569,47
569,3
569,879
569,880
569,881
569,738
569,149
569,284
569,52
569,885
569,42
569,41
570,1
570,54
570,87
570,294
570,28
570,47
570,3
570,484
570,427
570,317
570,738
570,149
570,284
570,52
570,885
570,42
570,41
571,5
571,47
571,423
571,20
571,484
571,896
571,170
572,5
572,47
572,423
572,496
572,875
572,492
572,896
572,170
573,5
573,47
573,423
573,876
573,877
573,878
573,896
573,170
574,5
574,47
574,423
574,879
574,427
574,896
574,170
575,5
575,47
575,423
575,484
575,427
575,896
575,170
576,849
577,849
578,849
578,441
579,849
580,849
581,849
582,849
582,441
583,849
584,849
585,849
586,849
587,849
596,874
597,1
597,256
597,71
597,24
597,5
597,28
597,46
597,297
598,1
598,298
598,78
598,299
598,46
598,24
598,47
599,1
599,298
599,78
599,299
599,46
599,24
599,47
600,1
600,298
600,78
600,299
600,46
600,24
600,47
601,1
601,298
601,78
601,299
601,46
601,24
601,47
602,1
602,298
602,78
602,299
602,46
602,24
602,47
605,300
605,28
605,52
605,3
605,47
605,135
605,124
605,302
605,122
605,125
605,139
605,301
606,1
606,127
606,305
606,271
606,269
606,137
606,304
606,270
606,52
606,268
606,303
607,286
607,306
607,275
607,277
607,276
607,274
607,47
607,268
607,303
607,1
611,1
611,179
611,305
611,54
611,28
611,3
611,5
611,467
611,741
611,241
611,758
611,944
612,1
612,3
612,178
612,300
612,179
612,905
612,32
612,41
612,943
613,1
613,3
613,178
613,300
613,82
613,905
613,32
613,41
613,943
614,1
614,179
614,305
614,54
614,28
614,3
614,5
614,467
614,758
614,944
615,1
615,179
615,305
615,54
615,28
615,3
615,5
615,467
615,741
615,241
615,758
615,944
616,1
616,305
616,54
616,28
616,178
616,3
616,300
616,5
616,467
616,47
616,149
616,758
616,944
617,1
617,305
617,54
617,28
617,178
617,3
617,300
617,5
617,467
617,149
617,758
617,944
618,1
618,305
618,54
618,28
618,178
618,3
618,300
618,5
618,467
618,741
618,241
618,149
618,758
618,944
626,1
626,505
626,394
626,504
626,506
626,503
626,41
626,47
627,1
627,505
627,394
627,504
627,506
627,503
627,41
627,508
627,507
627,357
627,36
627,439
627,325
627,72
627,47
627,509
628,1
628,505
628,394
628,504
628,506
628,503
628,41
628,72
628,507
628,357
628,356
628,36
628,325
628,25
628,47
629,1
629,505
629,394
629,504
629,506
629,503
629,41
629,508
629,507
629,357
629,356
629,439
629,325
629,72
629,47
636,54
636,60
636,217
636,56
636,713
636,71
636,58
666,1
666,112
666,121
666,725
666,553
666,99
666,124
666,122
666,117
666,821
666,5
667,1
667,129
667,130
667,4
667,127
667,66
667,105
667,124
667,122
667,3
667,117
667,821
667,5
667,52
667,79
668,1
668,725
668,71
668,4
668,127
668,291
668,3
668,117
668,52
672,1
672,5
672,71
672,52
672,4
672,87
672,280
672,28
672,46
672,297
672,303
672,296
675,307
675,3
676,1
676,308
676,309
676,52
676,235
676,258
676,264
676,139
676,120
676,118
676,119
676,115
676,257
676,310
676,311
676,121
676,312
676,229
676,313
676,314
676,86
677,1
677,308
677,309
677,52
677,235
677,258
677,264
677,139
677,120
677,118
677,119
677,115
677,257
677,310
677,311
677,121
677,312
677,229
677,313
677,314
677,86
678,1
678,309
678,3
678,4
678,235
678,258
678,264
678,120
678,118
678,119
678,315
678,115
678,257
678,310
678,311
678,121
678,312
678,229
678,313
678,314
678,86
679,55
680,1
680,309
680,4
680,185
680,52
680,71
680,316
680,317
680,318
680,264
680,313
680,257
682,1
682,560
682,698
682,1157
682,981
682,287
682,45
682,1017
682,1158
682,34
682,29
682,329
682,103
682,1128
683,1
683,653
683,654
683,40
683,981
683,43
683,3
683,41
683,5
683,75
683,8
683,71
683,29
683,1140
683,47
686,1
686,783
686,130
686,78
686,106
686,28
686,345
686,105
686,278
686,52
686,92
686,182
686,213
686,1136
686,42
686,109
686,753
686,20
686,283
686,178
687,1
687,783
687,130
687,78
687,106
687,28
687,345
687,105
687,278
687,52
687,92
687,182
687,213
687,1136
687,42
688,1
688,127
688,785
688,784
688,42
689,1
689,127
689,785
689,784
689,42
689,109
689,786
689,180
689,484
689,252
690,1
690,3
690,127
690,713
690,186
690,558
690,46
691,698
691,178
691,787
691,489
691,753
691,20
691,389
692,698
692,178
692,787
693,1
693,127
693,788
693,130
693,92
693,79
693,342
693,302
694,1
694,705
694,28
694,92
694,78
694,87
694,338
694,43
694,42
695,1
695,127
695,784
695,42
696,1
696,710
696,28
696,127
696,789
696,3
696,42
697,1
697,710
697,28
697,127
697,789
697,3
697,42
697,787
697,109
697,786
697,180
697,484
697,252
698,1
698,206
698,305
698,25
698,127
698,784
698,351
698,42
699,1
699,178
699,4
699,127
699,52
699,3
699,46
699,79
699,171
699,557
699,558
699,124
699,302
699,139
699,559
699,144
727,1
727,1136
727,449
727,800
727,165
727,190
727,1193
727,1190
727,25
727,58
727,5
727,56
727,170
727,47
727,55
727,71
727,23
727,57
727,171
727,8
727,395
727,195
728,1
728,1136
728,800
728,420
728,46
728,981
728,1190
728,8
728,395
728,25
728,71
728,56
728,1178
728,5
728,1179
728,65
728,1180
728,58
728,1181
728,377
728,1192
728,1189
728,47
729,1
729,1136
729,800
729,420
729,46
729,981
729,1190
729,8
729,395
729,25
729,71
729,56
729,1178
729,5
729,1179
729,65
729,1180
729,58
729,1181
729,23
729,67
729,649
729,47
730,55
730,71
730,56
730,23
731,1
731,538
731,50
731,3
731,945
731,41
731,68
731,47
731,323
731,356
731,324
731,325
731,329
732,1
732,538
732,50
732,3
732,945
732,41
732,68
732,47
732,323
732,356
732,324
732,325
732,329
733,1
733,502
733,43
733,127
733,351
733,529
733,3
733,528
733,414
733,305
733,530
733,527
733,68
733,323
733,356
733,439
733,35
733,325
733,47
734,1
734,502
734,43
734,127
734,351
734,528
734,530
734,527
734,68
734,356
734,324
734,329
734,325
734,47
735,1
735,502
735,43
735,127
735,351
735,528
735,531
735,68
735,507
735,357
735,356
735,329
735,325
735,47
736,1
736,502
736,43
736,127
736,351
736,529
736,3
736,528
736,414
736,305
736,508
736,68
736,507
736,357
736,329
736,47
737,58
737,435
737,267
737,528
737,218
737,56
737,1
737,392
737,533
737,532
737,325
737,47
738,58
738,435
738,267
738,528
738,218
738,56
738,1
738,392
738,325
738,47
739,1
739,56
739,49
739,381
739,25
739,502
739,170
739,504
739,325
739,47
740,58
740,512
740,191
740,538
740,1
740,528
740,5
740,533
740,537
740,507
740,357
740,525
740,356
740,36
740,325
740,47
741,58
741,512
741,191
741,538
741,1
741,528
741,5
741,533
741,539
741,525
741,31
741,357
741,439
741,325
741,47
741,329
742,58
742,512
742,191
742,538
742,1
742,528
742,5
742,533
742,540
742,323
742,356
742,324
742,329
742,325
742,47
743,58
743,512
743,191
743,538
743,1
743,528
743,5
743,533
743,532
743,439
743,325
743,47
744,58
744,512
744,191
744,538
744,1
744,528
744,5
744,533
744,540
744,532
744,507
744,357
744,439
744,325
744,47
745,1
745,127
745,52
745,438
745,530
745,325
745,47
746,1
746,438
746,535
746,5
746,127
746,82
746,536
746,504
746,218
746,527
746,325
746,47
747,1
747,438
747,535
747,5
747,127
747,82
747,536
747,504
747,218
747,527
747,325
747,47
748,1
748,443
748,393
748,28
748,534
748,71
748,64
748,351
748,325
748,47
749,55
750,1
750,390
750,3
750,178
750,1135
750,332
751,391
751,1
751,346
751,5
751,392
751,1136
752,1
752,54
752,397
752,390
752,87
752,178
752,107
752,96
752,305
752,322
752,325
752,52
752,332
752,67
752,391
752,44
752,41
752,42
752,131
752,398
752,399
752,400
752,5
752,392
752,401
752,402
752,403
752,404
752,1136
753,1
753,73
753,394
753,405
753,325
753,399
753,329
753,323
753,30
753,400
753,390
753,41
753,42
753,401
753,406
753,407
753,404
753,398
753,408
753,409
753,403
753,410
753,411
753,412
753,413
753,3
753,131
753,1135
753,332
754,1
754,279
754,393
754,44
754,333
754,107
754,8
754,305
754,47
754,325
754,396
754,394
754,395
754,25
754,329
757,1
757,71
757,3
757,293
757,46
757,52
757,79
757,45
757,171
757,294
757,228
757,256
758,1
758,295
758,256
758,140
758,3
758,92
758,46
758,197
758,206
758,79
758,228
758,45
758,71
771,1
771,52
771,71
771,790
771,144
771,791
771,87
771,127
771,348
771,636
771,184
771,85
771,3
771,275
772,1
772,52
772,71
772,790
772,144
772,791
772,87
772,127
772,348
772,636
772,184
772,85
772,3
772,275
773,1
773,52
773,71
773,790
773,144
773,791
773,87
773,127
773,348
773,636
773,184
773,85
773,3
773,275
775,1
775,52
775,71
775,790
775,144
775,791
775,87
775,127
775,348
775,636
775,184
775,85
775,3
775,275
776,1037
776,3
776,45
776,587
776,23
776,377
776,7
776,1042
776,213
776,43
776,1038
776,1039
776,1040
776,261
776,254
776,113
776,1
776,981
776,1041
780,8
780,87
780,127
780,171
780,5
780,1043
780,1044
780,1023
780,227
780,334
780,114
780,782
780,119
780,120
780,173
780,196
780,923
780,302
780,122
780,918
780,580
780,565
780,1024
780,973
780,569
780,553
780,39
780,570
780,596
780,976
780,38
780,927
780,591
780,572
780,989
780,604
780,1
780,981
780,254
780,135
781,1
781,5
781,29
781,30
781,31
781,35
781,37
781,44
781,89
781,94
781,99
781,114
781,119
781,120
781,135
781,227
781,254
781,323
781,324
781,329
781,334
781,356
781,357
781,504
781,547
781,553
781,555
781,556
781,563
781,567
781,569
781,579
781,580
781,589
781,592
781,782
781,900
781,933
781,934
781,961
781,981
781,988
781,1023
781,1028
782,1
782,5
782,37
782,38
782,39
782,44
782,73
782,110
782,114
782,119
782,120
782,135
782,227
782,254
782,334
782,403
782,485
782,504
782,569
782,579
782,589
782,596
782,604
782,628
782,782
782,927
782,937
782,973
782,981
782,1023
782,1024
782,1025
782,1026
782,1027
783,170
783,811
783,1
784,8
784,5
784,46
784,78
784,287
784,45
784,587
784,28
784,1
784,981
786,8
786,923
786,302
786,122
786,71
786,171
786,5
786,87
786,127
786,173
786,135
786,1029
786,918
786,99
786,89
786,563
786,32
786,567
786,548
786,1030
786,596
786,941
786,411
786,930
786,600
786,37
786,552
786,937
786,254
786,1
786,3
786,981
787,73
787,52
787,981
787,254
787,504
787,135
787,3
787,1029
787,44
787,99
787,89
787,563
787,32
787,567
787,548
787,1030
787,596
787,941
787,411
787,930
787,600
787,37
787,552
787,937
787,1
823,981
823,1129
823,56
823,164
823,165
823,58
823,55
823,57
823,67
823,977
823,23
823,377
823,66
824,55
824,56
824,71
827,55
827,71
828,55
828,57
828,68
828,550
828,551
828,23
829,1
829,188
829,954
829,637
829,40
829,981
829,58
829,64
829,1138
829,62
829,43
829,128
829,29
829,36
829,321
830,1
830,188
830,954
830,637
830,40
830,981
830,58
830,64
830,62
830,43
830,29
830,357
830,1128
830,36
830,329
830,547
830,321
833,1
833,71
833,52
833,46
833,45
833,226
834,55
834,71
834,52
834,4
834,82
834,1
834,8
834,46
834,45
843,1
843,52
843,45
843,79
844,307
844,1
845,71
846,307
847,307
847,55
847,71
848,92
848,170
848,55
849,1
849,307
850,307
850,1
851,307
851,1
860,1
860,918
860,698
860,1157
860,45
860,32
860,199
860,214
860,375
860,29
860,1140
860,1128
860,1137
860,507
860,547
860,34
860,356
860,439
860,36
860,329
861,1
861,918
861,698
861,1157
861,45
861,32
861,199
861,214
861,375
861,507
861,34
861,356
861,36
861,29
861,329
862,1
862,560
862,698
862,45
862,981
862,287
862,1017
862,25
862,52
862,1011
862,1139
862,1125
862,173
862,1014
862,670
862,1016
862,1147
862,34
862,324
862,36
862,29
862,329
862,1149
863,1
863,560
863,698
863,45
863,981
863,287
863,1017
863,25
863,52
863,1011
863,1139
863,1125
863,173
863,1014
863,670
863,1016
863,1147
863,36
863,607
863,1148
863,29
863,1140
864,1
864,560
864,698
864,45
864,981
864,287
864,1017
864,25
864,52
864,1011
864,1139
864,1125
864,173
864,1014
864,670
864,1016
864,1147
864,507
864,34
864,36
864,29
864,329
865,1
865,560
865,698
865,45
865,981
865,287
865,1017
865,25
865,52
865,1011
865,1139
865,1125
865,173
865,1014
865,670
865,1016
865,1147
865,547
865,31
865,34
865,356
865,36
865,607
865,29
866,1
866,560
866,698
866,45
866,981
866,287
866,1017
866,25
866,52
866,1011
866,1139
866,1125
866,173
866,1014
866,670
866,1016
866,1147
866,547
866,34
866,356
866,36
866,29
866,329
866,103
866,1128
867,1
867,560
867,698
867,45
867,981
867,287
867,1017
867,25
867,52
867,1011
867,1139
867,1125
867,173
867,1014
867,670
867,1016
867,1147
867,507
867,34
867,36
867,29
867,329
868,1
868,75
868,794
868,808
868,5
868,394
868,1126
868,688
868,45
868,321
868,888
868,291
868,901
868,122
868,135
868,124
868,670
868,1001
868,902
868,173
868,1127
868,356
868,36
868,29
868,329
869,1
869,75
869,794
869,808
869,5
869,394
869,1126
869,688
869,45
869,321
869,888
869,291
869,901
869,122
869,135
869,124
869,670
869,1001
869,902
869,173
869,1127
869,356
869,36
869,29
869,329
870,104
870,526
870,30
870,594
870,593
870,75
870,214
870,45
870,366
870,1
870,982
870,561
870,562
870,560
871,1
871,75
871,560
871,45
871,214
871,321
871,562
871,982
871,561
871,29
872,1
872,75
872,560
872,45
872,214
872,321
872,562
872,982
872,561
872,29
872,103
873,1
873,75
873,560
873,561
873,562
873,293
873,45
873,214
873,366
873,567
873,325
873,36
873,553
873,37
873,357
873,329
873,356
873,580
873,581
873,569
873,324
873,579
873,572
873,401
873,573
873,556
873,582
873,583
873,584
874,1
874,75
874,560
874,561
874,562
874,293
874,45
874,214
874,366
874,99
874,357
874,563
874,36
874,329
874,547
874,564
874,565
874,548
874,566
874,33
874,485
874,325
874,356
874,567
874,568
874,94
874,553
874,30
874,569
874,507
874,570
874,439
874,571
874,61
874,324
874,88
874,572
874,573
874,35
874,555
874,574
874,575
874,576
874,577
874,578
875,1
875,75
875,794
875,808
875,5
875,394
875,1126
875,688
875,45
875,321
875,888
875,291
875,901
875,122
875,135
875,124
875,670
875,1001
875,902
875,173
875,1127
875,34
875,36
875,29
875,329
876,1
876,75
876,794
876,808
876,5
876,394
876,1126
876,688
876,45
876,321
876,888
876,291
876,901
876,122
876,135
876,124
876,670
876,1001
876,902
876,173
876,1127
876,31
876,36
876,29
876,329
877,1
877,75
877,794
877,808
877,5
877,394
877,1126
877,688
877,45
877,321
877,888
877,291
877,901
877,122
877,135
877,124
877,670
877,1001
877,902
877,173
877,1127
877,34
877,356
877,36
877,29
877,329
878,1
878,75
878,794
878,808
878,5
878,394
878,1126
878,688
878,45
878,321
878,888
878,291
878,901
878,122
878,135
878,124
878,670
878,1001
878,902
878,173
878,1127
878,227
878,356
878,439
878,29
878,329
879,1
879,75
879,794
879,808
879,5
879,394
879,1126
879,688
879,45
879,321
879,888
879,291
879,901
879,122
879,135
879,124
879,670
879,1001
879,902
879,173
879,1127
879,713
879,34
879,36
879,29
879,329
880,1
880,75
880,794
880,808
880,5
880,394
880,1126
880,688
880,45
880,321
880,888
880,291
880,901
880,122
880,135
880,124
880,670
880,1001
880,902
880,173
880,1127
880,34
880,356
880,324
880,36
880,29
880,329
881,1
881,75
881,698
881,45
881,981
881,1017
881,227
881,185
881,1018
881,1125
881,173
881,1014
881,670
881,1016
881,36
881,29
881,329
882,1
882,560
882,698
882,45
882,981
882,1017
882,25
882,52
882,1011
882,1139
882,1125
882,173
882,1014
882,670
882,1016
882,547
882,31
882,34
882,356
882,36
882,29
882,329
883,1
883,560
883,698
883,45
883,981
883,1017
883,25
883,52
883,1011
883,1139
883,1125
883,173
883,1014
883,670
883,1016
883,507
883,34
883,36
883,29
883,329
884,1
884,560
884,698
884,45
884,981
884,287
884,1017
884,25
884,52
884,1011
884,1139
884,1125
884,173
884,1014
884,670
884,1016
884,356
884,439
884,36
884,607
884,29
884,329
885,1
885,560
885,698
885,1157
885,981
885,287
885,45
885,1017
885,1125
885,173
885,1014
885,670
885,1016
885,507
885,34
885,36
885,29
885,329
885,1149
886,1
886,75
886,698
886,45
886,981
886,1017
886,227
886,1018
886,1125
886,173
886,1014
886,670
886,1016
886,547
886,36
886,29
886,329
887,1
887,75
887,698
887,45
887,981
887,1017
887,227
887,1018
887,1125
887,173
887,1014
887,670
887,1016
887,34
887,36
887,29
887,329
888,1
888,75
888,698
888,45
888,981
888,1017
888,227
888,1018
888,1125
888,173
888,1014
888,670
888,1016
888,547
888,36
888,29
888,329
889,1
889,75
889,698
889,45
889,981
889,1017
889,227
889,1018
889,1125
889,173
889,1014
889,670
889,1016
889,547
889,36
889,29
889,329
890,1
890,75
890,698
890,45
890,981
890,1017
890,227
890,1018
890,1125
890,173
890,1014
890,670
890,1016
890,34
890,36
890,29
891,1
891,75
891,698
891,723
891,981
891,1017
891,227
891,1018
891,1125
891,173
891,1014
891,670
891,1016
891,547
891,36
891,29
891,329
892,1
892,75
892,698
892,45
892,981
892,1017
892,227
892,1018
892,1125
892,173
892,1014
892,670
892,1016
892,547
892,36
892,29
892,329
893,698
893,45
893,1153
893,1154
893,1155
893,1017
893,1156
893,553
893,37
893,329
893,507
893,34
893,356
893,439
893,35
893,324
893,36
893,29
894,698
894,45
894,1153
894,1154
894,1155
894,1017
894,1156
894,553
894,548
894,570
894,61
894,994
894,979
894,565
894,1089
894,95
894,399
894,37
894,507
894,34
894,356
894,439
894,35
894,324
894,36
894,29
895,698
895,45
895,1153
895,1154
895,1155
895,1017
895,1156
895,553
895,567
895,1089
895,939
895,1025
895,507
895,183
895,31
895,34
895,356
895,439
895,36
895,29
895,329
895,1149
896,1
896,198
896,505
896,981
896,1017
896,227
896,185
897,1
897,198
897,505
897,981
897,1017
897,227
897,185
898,1
898,560
898,505
898,981
898,287
898,1017
899,1009
899,1010
899,11
899,135
899,982
899,1125
899,173
899,1014
899,670
899,1016
899,1147
899,29
900,1
900,560
900,698
900,45
900,981
900,287
900,1017
900,25
900,52
900,1011
900,1139
900,1125
900,173
900,1014
900,670
900,1016
900,1147
900,507
900,34
900,36
900,29
900,329
901,1
901,75
901,698
901,45
901,981
901,1017
901,227
901,1018
901,1125
901,173
901,1014
901,670
901,1016
901,34
901,36
901,29
902,1
902,75
902,560
902,45
902,214
902,562
902,982
902,561
902,103
902,29
902,1128
903,1
903,75
903,560
903,45
903,214
903,562
903,982
903,561
903,29
904,1
904,75
904,560
904,45
904,214
904,562
904,982
904,561
904,103
904,29
905,183
905,36
905,555
905,33
905,324
905,590
905,586
905,582
905,567
905,588
905,507
905,548
905,569
905,573
905,37
905,592
905,99
905,128
905,591
905,607
905,39
905,570
905,553
905,75
905,29
905,214
905,45
905,589
905,1
905,329
905,357
905,89
905,587
905,982
905,580
905,561
905,562
905,100
905,560
906,1
906,75
906,560
906,45
906,214
906,562
906,982
906,561
906,29
907,595
907,36
907,33
907,356
907,547
907,525
907,567
907,588
907,507
907,556
907,593
907,88
907,569
907,597
907,37
907,598
907,553
907,596
907,75
907,29
907,566
907,684
907,563
907,45
907,1
907,329
907,357
907,982
907,580
907,561
907,439
907,562
907,560
908,1
908,75
908,560
908,45
908,214
908,562
908,982
908,561
908,29
908,1140
908,1128
908,1137
909,1
909,75
909,560
909,45
909,214
909,664
909,562
909,982
909,561
909,103
909,29
910,1
910,40
910,560
910,45
910,684
910,321
910,562
910,982
910,561
910,29
911,36
911,564
911,33
911,988
911,356
911,586
911,1164
911,30
911,547
911,582
911,567
911,1088
911,325
911,548
911,1113
911,88
911,604
911,99
911,128
911,38
911,553
911,75
911,214
911,565
911,45
911,1
911,329
911,357
911,89
911,982
911,580
911,981
911,196
911,561
911,562
911,560
912,36
912,555
912,411
912,988
912,356
912,957
912,324
912,547
912,582
912,567
912,588
912,507
912,597
912,37
912,983
912,94
912,607
912,984
912,323
912,75
912,29
912,214
912,45
912,606
912,1
912,329
912,357
912,982
912,561
912,439
912,562
912,560
913,1
913,73
913,45
913,47
913,213
913,519
914,1
914,73
914,45
914,47
914,213
914,519
915,1
915,73
915,45
915,47
915,213
915,519
916,1
916,471
916,761
916,535
916,763
916,762
916,47
916,760
916,75
916,759
916,650
916,329
916,325
916,183
917,1
917,471
917,761
917,535
917,763
917,762
917,47
917,760
917,75
917,759
917,650
917,329
917,325
917,183
917,323
918,1
918,471
918,761
918,535
918,763
918,762
918,47
918,760
918,75
918,759
918,650
918,356
918,324
918,325
918,183
919,1
919,73
919,45
919,47
919,519
919,764
919,41
919,42
919,765
919,766
919,439
919,324
919,329
919,767
920,1
920,197
920,40
920,652
920,448
920,346
920,47
920,778
920,5
920,779
920,385
920,79
920,780
920,519
920,775
920,471
920,105
920,761
920,41
920,42
920,535
920,66
920,278
920,763
920,183
920,466
920,762
920,439
921,1
921,197
921,40
921,652
921,448
921,346
921,47
921,778
921,5
921,779
921,385
921,79
921,780
921,519
921,775
921,471
921,105
921,761
921,41
921,42
921,535
921,66
921,278
921,763
921,183
921,466
921,762
921,31
921,356
921,324
921,36
921,325
922,1
922,73
922,394
922,47
922,768
922,769
922,52
922,519
923,1
923,54
923,40
923,346
923,197
923,43
923,5
923,428
923,771
923,47
923,385
923,770
923,342
923,79
923,775
923,278
923,105
924,1
924,54
924,40
924,346
924,197
924,43
924,5
924,428
924,771
924,47
924,385
924,770
924,342
924,79
924,775
924,781
924,3
924,278
924,105
925,1
925,54
925,40
925,346
925,197
925,43
925,5
925,428
925,771
925,47
925,385
925,770
925,342
925,79
925,775
925,278
925,105
926,1
926,40
926,305
926,197
926,5
926,342
926,47
926,770
926,428
926,771
926,772
926,52
926,61
926,41
926,42
926,516
926,550
927,1
927,40
927,652
927,197
927,5
927,346
927,448
927,43
927,47
